scenario	tree_type	rep	threshold	TP	FP	FN	TN	precision	recall
humnea_50_10	_tsinfer.ts	10	0.9	2710695	12730099	4341948	190217258	0.1755541198205222	0.3843516536991876
humnea_50_10	_tsinfer.ts	10	0.95	2689066	12086660	4363577	190860697	0.181992140352359	0.3812848601580996
humnea_50_10	_tsinfer.ts	10	0.99	2575940	8361158	4476703	194586199	0.2355231707716251	0.365244632402349
humnea_50_10	_tsinfer.ts	10	0.999	1100419	1840385	5952224	201106972	0.374189847402275	0.1560293070271669
humnea_50_10	_tsinfer.ts	11	0.5	195280	19191739	733839	189879142	0.010072719276749	0.210177598348543
humnea_50_10	_tsinfer.ts	11	0.6	194171	18858342	734948	190212539	0.0101913590086515	0.2089839945152343
humnea_50_10	_tsinfer.ts	11	0.7	194171	18722504	734948	190348377	0.010264541733682	0.2089839945152343
humnea_50_10	_tsinfer.ts	11	0.8	193654	18619042	735465	190451839	0.0102937930852653	0.2084275534135024
humnea_50_10	_tsinfer.ts	11	0.9	193351	18045368	735768	191025513	0.0106011282919595	0.2081014380289284
humnea_50_10	_tsinfer.ts	11	0.95	192388	16950805	736731	192120076	0.0112224134675494	0.207064972301718
humnea_50_10	_tsinfer.ts	11	0.99	147713	10731205	781406	198339676	0.0135779128034607	0.1589817881240185
humnea_50_10	_tsinfer.ts	11	0.999	73779	1251493	855340	167819388	0.0556708358736923	0.0794074817111694
